userId,songId,Q1,Q2,Q3,Extraversion,sociability,assertiveness,energy_level,Agreeableness,compassion,respectfulness,trust,Conscientiousness,organization,productiveness,responsibility,Neuroticism,anxiety,depression,emotional_volatility,Openness,intellectual_curiosity,aesthetic_sensitivity,creative_imagination,rms,lowenergy,eventdensity,pulseclarity,attacktime_mean,attacktime_std,attacktime_slope,attacktime_periodentropy,attackslope_mean,attackslope_std,attackslope_slope,attackslope_periodentropy,zerocross,brightness,centroid,spread,skewness,kurtosis,flatness,mirentropy,inharmonicity,activity,valence,tension,happy,sad,tender,anger,fear
255,23653,4,2,2,3.833333333,4.75,3.25,3.5,4,3.5,4,4.5,3.666666667,3.75,4.25,3,2.416666667,2.5,1.25,3.5,4.5,4.25,4.75,4.5,0.06710738,0.551219512,4.020645844,0.121517619,0.075,0.030512858,0.023366773,0.961263385,302135.5947,301665.6801,-0.030171148,0.950149327,1218.154312,0.453674111,2299.936536,1.362063417,29072891852,3.04743E+14,0.138071714,0.859330491,0.436374423,6.400905131,6.819311751,8.231136538,2.584590538,1.07795965,1.884624607,1.635144064,2.128998104
260,23653,4,3,3,3.416666667,2.75,4.5,3,3.083333333,2.75,3.25,3.25,3.333333333,2.5,4,3.5,2.666666667,2,3.25,2.75,4.083333333,3.75,4.5,4,0.06710738,0.551219512,4.020645844,0.121517619,0.075,0.030512858,0.023366773,0.961263385,302135.5947,301665.6801,-0.030171148,0.950149327,1218.154312,0.453674111,2299.936536,1.362063417,29072891852,3.04743E+14,0.138071714,0.859330491,0.436374423,6.400905131,6.819311751,8.231136538,2.584590538,1.07795965,1.884624607,1.635144064,2.128998104
286,23653,4,2,1,2.25,1.75,2.5,2.5,3.333333333,3.5,3.5,3,3.833333333,4.5,3.5,3.5,3.666666667,4.5,3,3.5,3.833333333,4,3.5,4,0.06710738,0.551219512,4.020645844,0.121517619,0.075,0.030512858,0.023366773,0.961263385,302135.5947,301665.6801,-0.030171148,0.950149327,1218.154312,0.453674111,2299.936536,1.362063417,29072891852,3.04743E+14,0.138071714,0.859330491,0.436374423,6.400905131,6.819311751,8.231136538,2.584590538,1.07795965,1.884624607,1.635144064,2.128998104
66,19957,3,3,2,3.333333333,3.75,4.5,1.75,2.333333333,2,2.5,2.5,2.833333333,2.25,3,3.25,3.166666667,3.25,3.5,2.75,4.75,4.75,5,4.5,0.164886452,0.549239392,1.375775384,0.474712016,0.06552356,0.025350317,-0.003650141,0.967070319,1510200.853,1399780.29,0.043150719,0.966326152,1204.142679,0.526287066,4446.311079,0.49455183,2.01453E+12,6.14229E+16,0.426530057,0.924942064,0.471450236,11.48882387,8.510338646,5.839385122,5.781914692,1.721818969,-0.203207134,3.507174524,2.537085542
123,19957,2,2,2,2.083333333,2,1.75,2.5,2.916666667,3.25,2.25,3.25,2.083333333,2.75,2,1.5,4.583333333,5,4.25,4.5,3.916666667,3.75,4.25,3.75,0.164886452,0.549239392,1.375775384,0.474712016,0.06552356,0.025350317,-0.003650141,0.967070319,1510200.853,1399780.29,0.043150719,0.966326152,1204.142679,0.526287066,4446.311079,0.49455183,2.01453E+12,6.14229E+16,0.426530057,0.924942064,0.471450236,11.48882387,8.510338646,5.839385122,5.781914692,1.721818969,-0.203207134,3.507174524,2.537085542
196,19957,2,1,1,3.916666667,3.75,4.25,3.75,2.916666667,3.25,3,2.5,3.5,3.75,3.75,3,3.416666667,3,3.25,4,4.416666667,4.25,4.5,4.5,0.164886452,0.549239392,1.375775384,0.474712016,0.06552356,0.025350317,-0.003650141,0.967070319,1510200.853,1399780.29,0.043150719,0.966326152,1204.142679,0.526287066,4446.311079,0.49455183,2.01453E+12,6.14229E+16,0.426530057,0.924942064,0.471450236,11.48882387,8.510338646,5.839385122,5.781914692,1.721818969,-0.203207134,3.507174524,2.537085542
248,19957,3,1,1,2.5,2.5,3,2,3.166666667,3.5,3.25,2.75,2.083333333,2,2.25,2,4.75,4.75,5,4.5,4.5,5,3.75,4.75,0.164886452,0.549239392,1.375775384,0.474712016,0.06552356,0.025350317,-0.003650141,0.967070319,1510200.853,1399780.29,0.043150719,0.966326152,1204.142679,0.526287066,4446.311079,0.49455183,2.01453E+12,6.14229E+16,0.426530057,0.924942064,0.471450236,11.48882387,8.510338646,5.839385122,5.781914692,1.721818969,-0.203207134,3.507174524,2.537085542
259,19957,2,1,1,4.166666667,4,4.5,4,2.916666667,3.25,3.5,2,4.25,4,4.5,4.25,3.666666667,4.5,3,3.5,4.333333333,3.75,4.75,4.5,0.164886452,0.549239392,1.375775384,0.474712016,0.06552356,0.025350317,-0.003650141,0.967070319,1510200.853,1399780.29,0.043150719,0.966326152,1204.142679,0.526287066,4446.311079,0.49455183,2.01453E+12,6.14229E+16,0.426530057,0.924942064,0.471450236,11.48882387,8.510338646,5.839385122,5.781914692,1.721818969,-0.203207134,3.507174524,2.537085542
289,19957,3,3,3,3.25,3.5,3,3.25,2.75,3,2.75,2.5,3.25,3.5,3.25,3,3.333333333,3.25,3.75,3,4.583333333,4.5,5,4.25,0.164886452,0.549239392,1.375775384,0.474712016,0.06552356,0.025350317,-0.003650141,0.967070319,1510200.853,1399780.29,0.043150719,0.966326152,1204.142679,0.526287066,4446.311079,0.49455183,2.01453E+12,6.14229E+16,0.426530057,0.924942064,0.471450236,11.48882387,8.510338646,5.839385122,5.781914692,1.721818969,-0.203207134,3.507174524,2.537085542
37,29554,1,1,1,4.25,4.5,4.25,4,1.666666667,1.5,1.75,1.75,2.833333333,2.75,2.75,3,2.333333333,2,1.5,3.5,2.833333333,3,1.5,4,0.207207958,0.463328275,3.152945059,0.564086026,0.060542986,0.018691291,0.041724759,0.968871403,3341406.87,1741177.939,-0.103157639,0.970861373,2914.085164,0.701575257,5183.947857,0.3459064,4.24242E+12,1.92335E+17,0.501857715,0.953062009,0.492722503,12.98981031,6.233774131,7.93051792,3.331123974,1.174208677,-4.708886241,11.98758043,4.044202063
69,29554,1,1,1,3.166666667,3.25,4,2.25,2.583333333,2.25,3.25,2.25,2.5,2.75,3.75,1,1.833333333,2.25,1,2.25,3.75,3,3.5,4.75,0.207207958,0.463328275,3.152945059,0.564086026,0.060542986,0.018691291,0.041724759,0.968871403,3341406.87,1741177.939,-0.103157639,0.970861373,2914.085164,0.701575257,5183.947857,0.3459064,4.24242E+12,1.92335E+17,0.501857715,0.953062009,0.492722503,12.98981031,6.233774131,7.93051792,3.331123974,1.174208677,-4.708886241,11.98758043,4.044202063
104,29554,5,5,5,3.916666667,4,4.5,3.25,3.166666667,3,3.75,2.75,2.75,2.25,3.25,2.75,1.5,1.25,1.5,1.75,3.916666667,4.5,2.25,5,0.207207958,0.463328275,3.152945059,0.564086026,0.060542986,0.018691291,0.041724759,0.968871403,3341406.87,1741177.939,-0.103157639,0.970861373,2914.085164,0.701575257,5183.947857,0.3459064,4.24242E+12,1.92335E+17,0.501857715,0.953062009,0.492722503,12.98981031,6.233774131,7.93051792,3.331123974,1.174208677,-4.708886241,11.98758043,4.044202063
211,29554,4,4,4,4.083333333,4.25,4,4,3.416666667,4.5,3.25,2.5,2.833333333,3.25,2.75,2.5,3.083333333,3.5,2.5,3.25,4.25,5,3,4.75,0.207207958,0.463328275,3.152945059,0.564086026,0.060542986,0.018691291,0.041724759,0.968871403,3341406.87,1741177.939,-0.103157639,0.970861373,2914.085164,0.701575257,5183.947857,0.3459064,4.24242E+12,1.92335E+17,0.501857715,0.953062009,0.492722503,12.98981031,6.233774131,7.93051792,3.331123974,1.174208677,-4.708886241,11.98758043,4.044202063
281,29554,5,5,5,2.75,3.5,2.25,2.5,3.416666667,3.75,4,2.5,1.916666667,1.5,2,2.25,3.75,4.75,2.75,3.75,4.083333333,4.25,4.25,3.75,0.207207958,0.463328275,3.152945059,0.564086026,0.060542986,0.018691291,0.041724759,0.968871403,3341406.87,1741177.939,-0.103157639,0.970861373,2914.085164,0.701575257,5183.947857,0.3459064,4.24242E+12,1.92335E+17,0.501857715,0.953062009,0.492722503,12.98981031,6.233774131,7.93051792,3.331123974,1.174208677,-4.708886241,11.98758043,4.044202063
78,26275,4,4,4,2.583333333,2.5,3.25,2,2.5,3.25,2.5,1.75,2.25,2.25,1.5,3,4.166666667,4.25,4.25,4,4.416666667,4.75,4.75,3.75,0.077195322,0.510095643,4.071317293,0.345712038,0.059777778,0.018966467,-0.069369362,0.965354465,370355.1352,319470.4431,-0.096141946,0.959051938,2339.660777,0.622038685,4653.8968,1.615531003,41652907848,3.8434E+14,0.381145512,0.919495581,0.472844314,8.793559781,7.100214241,7.448257206,3.292584157,1.052181392,0.893821087,2.036640314,2.511959439
92,26275,3,2,2,4.166666667,5,3,4.5,4,4.75,4,3.25,3.75,4.5,3.75,3,3.5,3.75,2.75,4,4.416666667,4.75,4,4.5,0.077195322,0.510095643,4.071317293,0.345712038,0.059777778,0.018966467,-0.069369362,0.965354465,370355.1352,319470.4431,-0.096141946,0.959051938,2339.660777,0.622038685,4653.8968,1.615531003,41652907848,3.8434E+14,0.381145512,0.919495581,0.472844314,8.793559781,7.100214241,7.448257206,3.292584157,1.052181392,0.893821087,2.036640314,2.511959439
219,26275,4,2,2,2.75,2.5,1.75,4,4,4.5,4,3.5,3.416666667,2.75,3.75,3.75,2.416666667,2.75,2.25,2.25,3.833333333,4.5,2.5,4.5,0.077195322,0.510095643,4.071317293,0.345712038,0.059777778,0.018966467,-0.069369362,0.965354465,370355.1352,319470.4431,-0.096141946,0.959051938,2339.660777,0.622038685,4653.8968,1.615531003,41652907848,3.8434E+14,0.381145512,0.919495581,0.472844314,8.793559781,7.100214241,7.448257206,3.292584157,1.052181392,0.893821087,2.036640314,2.511959439
221,26275,4,4,3,3.166666667,2.75,4,2.75,2.416666667,2,2.75,2.5,3.833333333,3.5,4.25,3.75,3.5,3.25,3.5,3.75,3.25,4,2,3.75,0.077195322,0.510095643,4.071317293,0.345712038,0.059777778,0.018966467,-0.069369362,0.965354465,370355.1352,319470.4431,-0.096141946,0.959051938,2339.660777,0.622038685,4653.8968,1.615531003,41652907848,3.8434E+14,0.381145512,0.919495581,0.472844314,8.793559781,7.100214241,7.448257206,3.292584157,1.052181392,0.893821087,2.036640314,2.511959439
234,26275,2,2,1,1.75,2.25,1.75,1.25,3.083333333,3.25,3.75,2.25,3.166666667,3,3,3.5,4.75,4.75,5,4.5,2.583333333,3,2.75,2,0.077195322,0.510095643,4.071317293,0.345712038,0.059777778,0.018966467,-0.069369362,0.965354465,370355.1352,319470.4431,-0.096141946,0.959051938,2339.660777,0.622038685,4653.8968,1.615531003,41652907848,3.8434E+14,0.381145512,0.919495581,0.472844314,8.793559781,7.100214241,7.448257206,3.292584157,1.052181392,0.893821087,2.036640314,2.511959439
238,26275,2,2,1,1.833333333,1.5,2.25,1.75,4.416666667,4.75,4.5,4,3.833333333,4,3,4.5,3.916666667,5,4.5,2.25,4.416666667,5,5,3.25,0.077195322,0.510095643,4.071317293,0.345712038,0.059777778,0.018966467,-0.069369362,0.965354465,370355.1352,319470.4431,-0.096141946,0.959051938,2339.660777,0.622038685,4653.8968,1.615531003,41652907848,3.8434E+14,0.381145512,0.919495581,0.472844314,8.793559781,7.100214241,7.448257206,3.292584157,1.052181392,0.893821087,2.036640314,2.511959439
246,26275,4,2,3,4.833333333,4.75,4.75,5,3.166666667,3,3.25,3.25,3.083333333,3,3.5,2.75,3.583333333,3.75,3,4,5,5,5,5,0.077195322,0.510095643,4.071317293,0.345712038,0.059777778,0.018966467,-0.069369362,0.965354465,370355.1352,319470.4431,-0.096141946,0.959051938,2339.660777,0.622038685,4653.8968,1.615531003,41652907848,3.8434E+14,0.381145512,0.919495581,0.472844314,8.793559781,7.100214241,7.448257206,3.292584157,1.052181392,0.893821087,2.036640314,2.511959439
251,26275,4,2,1,4.583333333,4.25,4.75,4.75,2.833333333,3.25,2.5,2.75,2.416666667,2.25,3.25,1.75,4.25,5,3.25,4.5,4.583333333,4.5,5,4.25,0.077195322,0.510095643,4.071317293,0.345712038,0.059777778,0.018966467,-0.069369362,0.965354465,370355.1352,319470.4431,-0.096141946,0.959051938,2339.660777,0.622038685,4653.8968,1.615531003,41652907848,3.8434E+14,0.381145512,0.919495581,0.472844314,8.793559781,7.100214241,7.448257206,3.292584157,1.052181392,0.893821087,2.036640314,2.511959439
278,26275,2,2,2,2.5,2,2.5,3,3.666666667,4.25,3.5,3.25,2.333333333,2,2.25,2.75,4.583333333,5,4.25,4.5,4.5,4.75,4.5,4.25,0.077195322,0.510095643,4.071317293,0.345712038,0.059777778,0.018966467,-0.069369362,0.965354465,370355.1352,319470.4431,-0.096141946,0.959051938,2339.660777,0.622038685,4653.8968,1.615531003,41652907848,3.8434E+14,0.381145512,0.919495581,0.472844314,8.793559781,7.100214241,7.448257206,3.292584157,1.052181392,0.893821087,2.036640314,2.511959439
300,26275,2,2,1,2.666666667,1.5,4,2.5,3.833333333,4.75,4.75,2,3.5,2.5,3.75,4.25,3.75,4.25,3.25,3.75,4.333333333,5,3,5,0.077195322,0.510095643,4.071317293,0.345712038,0.059777778,0.018966467,-0.069369362,0.965354465,370355.1352,319470.4431,-0.096141946,0.959051938,2339.660777,0.622038685,4653.8968,1.615531003,41652907848,3.8434E+14,0.381145512,0.919495581,0.472844314,8.793559781,7.100214241,7.448257206,3.292584157,1.052181392,0.893821087,2.036640314,2.511959439
31,31069,4,3,2,2.5,2.5,2.5,2.5,3.25,2.5,3.75,3.5,2.333333333,2.25,2.25,2.5,2.416666667,2.75,2.5,2,3.5,3.75,3.75,3,0.18557022,0.444035007,5.116820675,0.765528644,0.056795699,0.019659033,0.05960854,0.966811369,2676185.282,2038052.402,-0.033851795,0.970357999,1134.155968,0.533105307,4482.298394,0.598778908,8.92939E+11,2.20022E+16,0.31873391,0.901474967,0.469153602,16.14983288,12.82751301,2.644933525,10.76749205,1.20774515,0.528484826,3.752571856,0.717889975
52,31069,4,3,3,3.416666667,3.25,3.5,3.5,3.75,4.25,4,3,4.416666667,4,4.75,4.5,2.333333333,3.25,1.5,2.25,3.333333333,4,2.25,3.75,0.18557022,0.444035007,5.116820675,0.765528644,0.056795699,0.019659033,0.05960854,0.966811369,2676185.282,2038052.402,-0.033851795,0.970357999,1134.155968,0.533105307,4482.298394,0.598778908,8.92939E+11,2.20022E+16,0.31873391,0.901474967,0.469153602,16.14983288,12.82751301,2.644933525,10.76749205,1.20774515,0.528484826,3.752571856,0.717889975
104,31069,2,2,1,3.916666667,4,4.5,3.25,3.166666667,3,3.75,2.75,2.75,2.25,3.25,2.75,1.5,1.25,1.5,1.75,3.916666667,4.5,2.25,5,0.18557022,0.444035007,5.116820675,0.765528644,0.056795699,0.019659033,0.05960854,0.966811369,2676185.282,2038052.402,-0.033851795,0.970357999,1134.155968,0.533105307,4482.298394,0.598778908,8.92939E+11,2.20022E+16,0.31873391,0.901474967,0.469153602,16.14983288,12.82751301,2.644933525,10.76749205,1.20774515,0.528484826,3.752571856,0.717889975
233,31069,2,2,1,2.416666667,2.25,2.75,2.25,2.583333333,2.75,3,2,2.916666667,4,2.75,2,3.583333333,3.75,3.25,3.75,3.333333333,3.75,2.25,4,0.18557022,0.444035007,5.116820675,0.765528644,0.056795699,0.019659033,0.05960854,0.966811369,2676185.282,2038052.402,-0.033851795,0.970357999,1134.155968,0.533105307,4482.298394,0.598778908,8.92939E+11,2.20022E+16,0.31873391,0.901474967,0.469153602,16.14983288,12.82751301,2.644933525,10.76749205,1.20774515,0.528484826,3.752571856,0.717889975
239,31069,2,1,1,3.833333333,3.75,4.25,3.5,2.583333333,2.75,3,2,3.833333333,3.75,3.75,4,2.333333333,2.75,2.25,2,4.083333333,5,3,4.25,0.18557022,0.444035007,5.116820675,0.765528644,0.056795699,0.019659033,0.05960854,0.966811369,2676185.282,2038052.402,-0.033851795,0.970357999,1134.155968,0.533105307,4482.298394,0.598778908,8.92939E+11,2.20022E+16,0.31873391,0.901474967,0.469153602,16.14983288,12.82751301,2.644933525,10.76749205,1.20774515,0.528484826,3.752571856,0.717889975
252,31069,4,4,1,3.583333333,4,3.5,3.25,3.916666667,3.5,4.25,4,3.25,2.5,2.5,4.75,2.25,1.5,2.25,3,4.583333333,5,3.75,5,0.18557022,0.444035007,5.116820675,0.765528644,0.056795699,0.019659033,0.05960854,0.966811369,2676185.282,2038052.402,-0.033851795,0.970357999,1134.155968,0.533105307,4482.298394,0.598778908,8.92939E+11,2.20022E+16,0.31873391,0.901474967,0.469153602,16.14983288,12.82751301,2.644933525,10.76749205,1.20774515,0.528484826,3.752571856,0.717889975
254,31069,1,1,1,3.583333333,2.75,4.25,3.75,3.5,3.5,4,3,2.916666667,2.5,2.25,4,2.5,2.25,3.5,1.75,4.75,4.75,5,4.5,0.18557022,0.444035007,5.116820675,0.765528644,0.056795699,0.019659033,0.05960854,0.966811369,2676185.282,2038052.402,-0.033851795,0.970357999,1134.155968,0.533105307,4482.298394,0.598778908,8.92939E+11,2.20022E+16,0.31873391,0.901474967,0.469153602,16.14983288,12.82751301,2.644933525,10.76749205,1.20774515,0.528484826,3.752571856,0.717889975
258,31069,4,3,1,2.166666667,1.5,2.75,2.25,2.25,3,2.25,1.5,2.166666667,2.25,1.5,2.75,5,5,5,5,3.666666667,3.5,4,3.5,0.18557022,0.444035007,5.116820675,0.765528644,0.056795699,0.019659033,0.05960854,0.966811369,2676185.282,2038052.402,-0.033851795,0.970357999,1134.155968,0.533105307,4482.298394,0.598778908,8.92939E+11,2.20022E+16,0.31873391,0.901474967,0.469153602,16.14983288,12.82751301,2.644933525,10.76749205,1.20774515,0.528484826,3.752571856,0.717889975
262,31069,2,1,2,2.833333333,2.5,3,3,3.416666667,3.5,4,2.75,2.916666667,3.25,2.25,3.25,3.25,3.25,3,3.5,3.916666667,4,4.25,3.5,0.18557022,0.444035007,5.116820675,0.765528644,0.056795699,0.019659033,0.05960854,0.966811369,2676185.282,2038052.402,-0.033851795,0.970357999,1134.155968,0.533105307,4482.298394,0.598778908,8.92939E+11,2.20022E+16,0.31873391,0.901474967,0.469153602,16.14983288,12.82751301,2.644933525,10.76749205,1.20774515,0.528484826,3.752571856,0.717889975
287,31069,4,3,3,1.916666667,1.5,1.75,2.5,4.25,5,5,2.75,4.166666667,4.5,3.75,4.25,3.333333333,3.5,3,3.5,3.916666667,4.5,3.5,3.75,0.18557022,0.444035007,5.116820675,0.765528644,0.056795699,0.019659033,0.05960854,0.966811369,2676185.282,2038052.402,-0.033851795,0.970357999,1134.155968,0.533105307,4482.298394,0.598778908,8.92939E+11,2.20022E+16,0.31873391,0.901474967,0.469153602,16.14983288,12.82751301,2.644933525,10.76749205,1.20774515,0.528484826,3.752571856,0.717889975
158,29706,3,3,2,3.666666667,3.75,3,4.25,3.583333333,3.75,3.5,3.5,3,3.25,2.5,3.25,3.333333333,3.75,2.5,3.75,4.083333333,4.25,4.25,3.75,0.256233417,0.477504499,2.66017803,0.564813516,0.057083333,0.019087085,-0.041934077,0.967679641,2931605.169,2050239.74,0.141463827,0.969431148,2406.373513,0.672183579,5399.043749,0.540377873,1.185E+12,3.55506E+16,0.518308039,0.947505336,0.483724582,14.09492807,6.879931485,7.525681236,3.25726426,1.476227558,-4.33603603,11.61415037,3.935990911
197,29706,5,4,3,2.416666667,1.75,3.25,2.25,3.166666667,2.75,3.75,3,4.083333333,4.25,3.5,4.5,1.75,1.75,1.75,1.75,3.75,3.5,3.5,4.25,0.256233417,0.477504499,2.66017803,0.564813516,0.057083333,0.019087085,-0.041934077,0.967679641,2931605.169,2050239.74,0.141463827,0.969431148,2406.373513,0.672183579,5399.043749,0.540377873,1.185E+12,3.55506E+16,0.518308039,0.947505336,0.483724582,14.09492807,6.879931485,7.525681236,3.25726426,1.476227558,-4.33603603,11.61415037,3.935990911
207,29706,1,1,1,3.833333333,3.5,3.25,4.75,4.166666667,4.75,3.5,4.25,4.083333333,4.25,4.5,3.5,2.416666667,2.75,1.75,2.75,4.583333333,4,5,4.75,0.256233417,0.477504499,2.66017803,0.564813516,0.057083333,0.019087085,-0.041934077,0.967679641,2931605.169,2050239.74,0.141463827,0.969431148,2406.373513,0.672183579,5399.043749,0.540377873,1.185E+12,3.55506E+16,0.518308039,0.947505336,0.483724582,14.09492807,6.879931485,7.525681236,3.25726426,1.476227558,-4.33603603,11.61415037,3.935990911
238,29706,2,1,1,1.833333333,1.5,2.25,1.75,4.416666667,4.75,4.5,4,3.833333333,4,3,4.5,3.916666667,5,4.5,2.25,4.416666667,5,5,3.25,0.256233417,0.477504499,2.66017803,0.564813516,0.057083333,0.019087085,-0.041934077,0.967679641,2931605.169,2050239.74,0.141463827,0.969431148,2406.373513,0.672183579,5399.043749,0.540377873,1.185E+12,3.55506E+16,0.518308039,0.947505336,0.483724582,14.09492807,6.879931485,7.525681236,3.25726426,1.476227558,-4.33603603,11.61415037,3.935990911
247,29706,4,3,3,2.666666667,1.75,3.5,2.75,3.75,4.25,4.5,2.5,2.583333333,3.25,2,2.5,4.666666667,5,4.25,4.75,4.25,4.25,5,3.5,0.256233417,0.477504499,2.66017803,0.564813516,0.057083333,0.019087085,-0.041934077,0.967679641,2931605.169,2050239.74,0.141463827,0.969431148,2406.373513,0.672183579,5399.043749,0.540377873,1.185E+12,3.55506E+16,0.518308039,0.947505336,0.483724582,14.09492807,6.879931485,7.525681236,3.25726426,1.476227558,-4.33603603,11.61415037,3.935990911
255,29706,4,3,3,3.833333333,4.75,3.25,3.5,4,3.5,4,4.5,3.666666667,3.75,4.25,3,2.416666667,2.5,1.25,3.5,4.5,4.25,4.75,4.5,0.256233417,0.477504499,2.66017803,0.564813516,0.057083333,0.019087085,-0.041934077,0.967679641,2931605.169,2050239.74,0.141463827,0.969431148,2406.373513,0.672183579,5399.043749,0.540377873,1.185E+12,3.55506E+16,0.518308039,0.947505336,0.483724582,14.09492807,6.879931485,7.525681236,3.25726426,1.476227558,-4.33603603,11.61415037,3.935990911
256,29706,5,5,5,3.416666667,2.75,3.5,4,3.666666667,3.5,4.25,3.25,3.416666667,3.75,3.5,3,3.5,3.75,3,3.75,4.916666667,5,4.75,5,0.256233417,0.477504499,2.66017803,0.564813516,0.057083333,0.019087085,-0.041934077,0.967679641,2931605.169,2050239.74,0.141463827,0.969431148,2406.373513,0.672183579,5399.043749,0.540377873,1.185E+12,3.55506E+16,0.518308039,0.947505336,0.483724582,14.09492807,6.879931485,7.525681236,3.25726426,1.476227558,-4.33603603,11.61415037,3.935990911
269,29706,3,4,2,2.25,2.75,1.25,2.75,3.583333333,4,3.25,3.5,2.416666667,2.75,1.75,2.75,4.916666667,5,5,4.75,4.416666667,4.75,4.75,3.75,0.256233417,0.477504499,2.66017803,0.564813516,0.057083333,0.019087085,-0.041934077,0.967679641,2931605.169,2050239.74,0.141463827,0.969431148,2406.373513,0.672183579,5399.043749,0.540377873,1.185E+12,3.55506E+16,0.518308039,0.947505336,0.483724582,14.09492807,6.879931485,7.525681236,3.25726426,1.476227558,-4.33603603,11.61415037,3.935990911
285,29706,4,4,3,3.166666667,3,2.75,3.75,3.25,3.25,3.25,3.25,3.916666667,4.5,3.75,3.5,1.833333333,1.75,2,1.75,4.333333333,5,3,5,0.256233417,0.477504499,2.66017803,0.564813516,0.057083333,0.019087085,-0.041934077,0.967679641,2931605.169,2050239.74,0.141463827,0.969431148,2406.373513,0.672183579,5399.043749,0.540377873,1.185E+12,3.55506E+16,0.518308039,0.947505336,0.483724582,14.09492807,6.879931485,7.525681236,3.25726426,1.476227558,-4.33603603,11.61415037,3.935990911
300,29706,4,5,4,2.666666667,1.5,4,2.5,3.833333333,4.75,4.75,2,3.5,2.5,3.75,4.25,3.75,4.25,3.25,3.75,4.333333333,5,3,5,0.256233417,0.477504499,2.66017803,0.564813516,0.057083333,0.019087085,-0.041934077,0.967679641,2931605.169,2050239.74,0.141463827,0.969431148,2406.373513,0.672183579,5399.043749,0.540377873,1.185E+12,3.55506E+16,0.518308039,0.947505336,0.483724582,14.09492807,6.879931485,7.525681236,3.25726426,1.476227558,-4.33603603,11.61415037,3.935990911
316,29706,3,3,3,3.333333333,2.5,4,3.5,3.916666667,4.5,4,3.25,3.5,3,3,4.5,2.25,2.75,1.75,2.25,3.833333333,4.25,3.25,4,0.256233417,0.477504499,2.66017803,0.564813516,0.057083333,0.019087085,-0.041934077,0.967679641,2931605.169,2050239.74,0.141463827,0.969431148,2406.373513,0.672183579,5399.043749,0.540377873,1.185E+12,3.55506E+16,0.518308039,0.947505336,0.483724582,14.09492807,6.879931485,7.525681236,3.25726426,1.476227558,-4.33603603,11.61415037,3.935990911
20,16334,3,4,3,2.833333333,3.25,2.75,2.5,3.25,3.75,4,2,1.833333333,2,1.75,1.75,4.333333333,4.75,5,3.25,4.083333333,4,4.25,4,0.234744926,0.452078775,2.606010851,0.782402978,0.071298077,0.028911958,-0.039800903,0.966800932,3346124.969,2314278.868,0.01050636,0.964663092,1976.029963,0.604392247,4781.86806,0.407974273,3.10221E+12,1.17092E+17,0.437897415,0.9368877,0.47797551,17.65675009,10.9695192,5.490556946,10.03475989,-0.25320228,-2.287485562,6.046384044,1.654900726
153,16334,5,4,4,4.75,5,5,4.25,3.333333333,4.25,3.75,2,3.5,3.25,4.25,3,2,1.25,1.5,3.25,3.083333333,3.75,1,4.5,0.234744926,0.452078775,2.606010851,0.782402978,0.071298077,0.028911958,-0.039800903,0.966800932,3346124.969,2314278.868,0.01050636,0.964663092,1976.029963,0.604392247,4781.86806,0.407974273,3.10221E+12,1.17092E+17,0.437897415,0.9368877,0.47797551,17.65675009,10.9695192,5.490556946,10.03475989,-0.25320228,-2.287485562,6.046384044,1.654900726
203,16334,1,1,1,4.166666667,5,2.75,4.75,4.083333333,5,4.75,2.5,5,5,5,5,3.333333333,3.75,2.5,3.75,4.666666667,5,4,5,0.234744926,0.452078775,2.606010851,0.782402978,0.071298077,0.028911958,-0.039800903,0.966800932,3346124.969,2314278.868,0.01050636,0.964663092,1976.029963,0.604392247,4781.86806,0.407974273,3.10221E+12,1.17092E+17,0.437897415,0.9368877,0.47797551,17.65675009,10.9695192,5.490556946,10.03475989,-0.25320228,-2.287485562,6.046384044,1.654900726
238,16334,2,1,1,1.833333333,1.5,2.25,1.75,4.416666667,4.75,4.5,4,3.833333333,4,3,4.5,3.916666667,5,4.5,2.25,4.416666667,5,5,3.25,0.234744926,0.452078775,2.606010851,0.782402978,0.071298077,0.028911958,-0.039800903,0.966800932,3346124.969,2314278.868,0.01050636,0.964663092,1976.029963,0.604392247,4781.86806,0.407974273,3.10221E+12,1.17092E+17,0.437897415,0.9368877,0.47797551,17.65675009,10.9695192,5.490556946,10.03475989,-0.25320228,-2.287485562,6.046384044,1.654900726
246,16334,4,3,3,4.833333333,4.75,4.75,5,3.166666667,3,3.25,3.25,3.083333333,3,3.5,2.75,3.583333333,3.75,3,4,5,5,5,5,0.234744926,0.452078775,2.606010851,0.782402978,0.071298077,0.028911958,-0.039800903,0.966800932,3346124.969,2314278.868,0.01050636,0.964663092,1976.029963,0.604392247,4781.86806,0.407974273,3.10221E+12,1.17092E+17,0.437897415,0.9368877,0.47797551,17.65675009,10.9695192,5.490556946,10.03475989,-0.25320228,-2.287485562,6.046384044,1.654900726
267,16334,4,4,4,3.916666667,3.75,3.75,4.25,2.666666667,3,3,2,3.25,2.75,3,4,2.166666667,2.75,1.25,2.5,3.25,3.75,3.5,2.5,0.234744926,0.452078775,2.606010851,0.782402978,0.071298077,0.028911958,-0.039800903,0.966800932,3346124.969,2314278.868,0.01050636,0.964663092,1976.029963,0.604392247,4781.86806,0.407974273,3.10221E+12,1.17092E+17,0.437897415,0.9368877,0.47797551,17.65675009,10.9695192,5.490556946,10.03475989,-0.25320228,-2.287485562,6.046384044,1.654900726
